,index,C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,P,S,Ms (K),Payson_Savage,Andrews_2,Capdevila,pre_1,index_clean,pre_3,predicted_3
469,521,0.11,1.23,0.31,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,727.5,692.813,728.27175,688.781,726.984969389567,0,726.984969389567,726.838169864473
470,522,0.36,1.46,0.42,0.75,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.024,600.0,575.25,598.2008000000001,599.6949999999999,593.1964744443293,0,593.1964744443293,599.501920117287
471,523,0.13,0.51,0.31,1.5,1.55,0.06,0.0,0.0,0.01,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,713.0,642.204,707.7398499999998,663.339,713.5330408385447,0,713.5330408385447,712.9379374271862
472,524,0.11,0.47,0.21,2.29,0.14,1.02,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,738.0,641.909,739.5147099999999,691.1960000000001,739.3334124371208,0,739.3334124371208,742.4242123495615
473,525,0.25,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0,667.345,672.9499999999999,664.2300000000001,680.1351292065173,0,680.1351292065173,684.6618788192221
474,526,0.4,0.84,1.5,0.74,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,577.29,603.2664,589.7440000000001,595.7894809294356,0,595.7894809294356,596.8929837455678
475,527,0.36,0.85,0.37,1.52,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.02,608.0,577.82,609.3734799999999,611.561,608.9538535038993,0,608.9538535038993,608.4468763911966
476,528,0.27,0.77,1.39,1.64,0.2,0.56,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,590.323,649.7611699999999,622.2090000000001,620.2270597245179,0,620.2270597245179,632.6531738994476
477,530,0.93,0.5,0.3,1.18,4.25,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,351.9839999999999,388.46655999999996,382.46399999999994,442.55497959996774,0,442.55497959996774,430.65007224371
478,531,0.37,0.68,0.0,0.0,3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,575.28,571.6288999999999,574.8240000000001,590.7045873406107,0,590.7045873406107,584.7199853843806
479,532,0.34,1.06,0.2,0.23,0.75,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,607.713,615.74528,611.531,612.2593642580083,0,612.2593642580083,614.6839328642443
480,533,0.4,0.0,1.05,5.0,0.0,1.35,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,479.7299999999999,565.6449999999999,586.6750000000001,538.4845973041682,0,538.4845973041682,549.4838681823145
481,534,0.35,0.82,0.36,1.51,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,578.6009999999999,611.6054,616.5550000000001,607.4699789548517,0,607.4699789548517,609.4713736559441
482,535,0.44,0.75,0.26,1.7,0.17,0.08,0.09,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,574.0,553.8539999999999,575.5483999999999,584.542,574.6879032149711,0,574.6879032149711,568.8882890632124
483,536,0.004,0.03,0.075,0.0,22.13695396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.613537977,0.0,0.002,0.0,0.0,422.0388889,399.26456886799997,409.218370076,393.510664264,432.6149328550173,0,432.6149328550173,425.7905291484396
484,537,0.95,0.4,0.26,0.36,2.95,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,394.81800000000004,455.13829999999996,408.738,404.18421270081046,0,404.18421270081046,402.13335956992154
485,538,0.36,0.82,0.35,0.0,1.41,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,595.0859999999999,598.2274,603.467,606.3206026564229,0,606.3206026564229,606.7222309139444
486,539,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,515.5229999999999,560.5937,519.094,512.3216082310711,0,512.3216082310711,513.0128032135431
487,540,0.5,0.75,0.25,0.95,0.15,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,556.4799999999999,565.2175,575.5,561.3874336158266,0,561.3874336158266,556.7026300718427
488,541,0.23,1.32,0.45,0.05,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.022,683.0,648.8679999999999,670.7045,647.24,683.6240207509447,0,683.6240207509447,682.1331310068215
489,543,0.16,1.15,0.25,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,653.898,709.044,668.514,684.2867277402862,0,684.2867277402862,687.7502748150172
490,544,0.43,0.43,0.24,0.04,5.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,534.274,532.2002299999999,534.0880000000001,531.9870256591139,0,531.9870256591139,535.5164917148337
491,545,0.36,0.83,0.38,0.34,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.0,616.618,625.55976,621.354,622.1272540942225,0,622.1272540942225,620.9039457969352
492,546,0.06,1.97,0.37,0.0,0.0,0.0,0.45,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.009,0.006,0.02,712.0,683.34,750.2999000000001,680.397,713.0293910832152,0,713.0293910832152,708.4276608831996
493,548,0.27,1.35,0.24,0.45,0.75,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,611.6669999999999,636.55915,621.7330000000001,629.8363884747658,0,629.8363884747658,633.3762114073686
494,549,0.4,0.82,0.35,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.021,601.0,608.2959999999998,610.183,614.2650000000001,599.5376624091131,0,599.5376624091131,599.824328632801
495,550,0.4,1.37,1.38,0.75,1.31,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.021,520.0,533.6009999999999,561.384,554.5590000000001,520.4885565304963,0,520.4885565304963,521.5801587996527
496,551,0.38,1.5,0.4,0.77,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.054,588.0,575.6859999999999,595.1700399999999,590.7070000000001,590.4758023297414,0,590.4758023297414,587.2904812065491
497,552,0.65,1.14,0.4,1.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.024,0.015,468.5,491.8229999999999,496.11999999999995,516.591,471.68785256996324,0,471.68785256996324,474.5012770620449
498,553,0.24,1.06,0.21,0.79,0.18,0.02,0.1,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,690.5,633.223,666.5406399999998,644.203,689.411402535562,0,689.411402535562,686.9872994348775
499,554,0.36,0.86,0.37,0.0,2.62,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.023,597.0,581.317,583.5887999999999,580.139,595.833709585701,0,595.833709585701,596.9302089460069
500,555,0.96,0.55,0.32,0.11,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,441.75699999999995,505.6646400000001,449.9270000000001,450.4831092749175,0,450.4831092749175,440.02042294283814
501,556,0.22,1.45,0.3,0.98,0.01,0.45,0.03,0.0,0.044,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.006,617.0,618.3549999999999,668.8657400000001,640.987,617.774189530902,0,617.774189530902,620.8404529473211
502,557,0.58,0.08,0.89,1.27,0.06,0.02,0.11,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,538.0,539.291,560.1430399999998,559.5060000000001,536.0524396014251,0,536.0524396014251,541.8510945507246
503,558,0.23,0.65,0.3,0.12,0.05,0.5,0.03,0.0,0.051,0.0,0.08,0.0,0.0,0.0,0.0,0.013,0.03,697.0,664.5129999999999,676.0892899999999,668.7600000000001,700.006410385368,0,700.006410385368,702.5271353931979
504,559,0.35,0.86,1.55,1.21,0.21,0.58,0.06,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.021,0.023,0.014,595.0,571.7789999999999,612.1234000000001,596.6360000000001,595.1244467087533,0,595.1244467087533,594.0447457137142
505,560,0.18,0.39,0.39,0.586,1.207,0.289,0.098,0.0,0.014,0.555,0.117,0.014,0.011,0.001,0.006,0.0,0.0,342.0,651.9119000000001,684.137252,670.3699,354.1513963238709,0,354.1513963238709,383.66998458570276
506,561,0.14,0.5,0.3,0.38,0.03,0.55,0.27,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,756.0,690.5620000000001,717.3498800000001,699.513,756.0281420604528,0,756.0281420604528,755.5635742349233
507,562,0.58,0.81,0.89,1.27,0.06,0.02,0.11,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.013,0.006,533.6666666666666,514.9820000000001,529.8699399999998,537.168,533.9066346879872,0,533.9066346879872,531.4208589936522
508,563,0.4,0.75,0.27,0.96,0.13,0.07,0.06,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.01,0.007,0.034,634.0,587.7619999999998,602.7995999999999,603.5010000000001,633.5883235372479,0,633.5883235372479,633.9228700655697
509,564,0.4,0.72,0.4,0.75,0.78,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,577.5279999999999,591.116,596.9050000000002,565.002450929877,0,565.002450929877,565.5688834394706
510,565,0.26,0.76,0.32,1.08,0.72,1.25,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,604.925,641.08572,639.0640000000001,634.91269116158,0,634.91269116158,635.0821677554735
511,566,0.18,0.47,0.27,0.18,3.33,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,633.2280000000001,646.63966,635.1070000000002,661.0166949809,0,661.0166949809,681.4351471717939
513,568,0.19,1.2,0.42,0.08,0.06,0.0,0.0,0.0,0.001,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,703.0,664.0289999999999,689.77018,659.8149999999999,704.0871166956472,0,704.0871166956472,703.0997181204402
514,569,0.35,0.55,0.27,1.23,0.14,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,597.6999999999999,621.55595,625.4980000000002,594.5874583429803,0,594.5874583429803,606.1268186036536
515,570,0.42,0.67,0.31,0.72,2.53,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.75,545.689,556.0894600000001,564.8570000000001,535.112612913161,0,535.112612913161,541.9283150224222
516,572,0.51,0.72,0.27,0.94,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,557.428,565.99946,575.561,580.0781961982632,0,580.0781961982632,583.1765418660736
517,573,0.44,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,580.5319999999999,580.6512,582.2560000000001,546.6678804178134,0,546.6678804178134,552.1594314554848
518,574,0.55,0.98,0.22,1.02,0.01,0.0,0.11,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,544.875,534.266,540.3114,554.5569999999998,541.265663506413,0,541.265663506413,542.0282766523924
519,575,0.6,0.72,0.2,0.17,0.2,0.03,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,543.0,547.435,552.5717999999998,551.591,516.7893958763367,0,516.7893958763367,537.1824794406399
520,576,1.02,0.36,0.33,1.41,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.24166665,390.827,443.14968,423.878,445.2534497782491,0,445.2534497782491,441.91715965514175
521,577,0.39,0.45,0.58,1.45,0.13,0.47,0.7,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.018,0.003,623.0,573.3109999999999,605.79765,614.1410000000002,622.7019503756486,0,622.7019503756486,623.097386917015
522,578,0.35,0.86,1.58,1.5,0.23,0.58,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,563.0499999999998,609.2740000000001,593.2880000000001,587.1086222970893,0,587.1086222970893,588.6595374064553
523,579,0.46,1.8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,563.6529999999999,563.4852,566.299,558.112967933418,0,558.112967933418,538.8627025643983
524,580,0.13,0.6,0.29,0.98,0.01,0.31,0.2,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.016,717.0,676.8279999999999,727.3240599999999,693.927,717.3594791292664,0,717.3594791292664,716.7730769007312
525,581,0.27,0.6,0.13,0.74,0.19,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,635.2679999999999,656.2338199999999,653.8330000000001,671.5154091429786,0,671.5154091429786,653.0408244210242
526,582,0.17,0.79,0.27,0.08,0.45,0.41,0.02,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.009,0.02,693.0,674.617,693.5894900000001,675.6630000000001,691.2136689724288,0,691.2136689724288,690.4105326574703
527,583,0.41,0.86,0.36,0.33,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,600.284,606.3955199999999,605.685,617.9292940274289,0,617.9292940274289,617.7258916159346
528,584,0.37,0.84,0.37,0.74,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.0,596.67,612.86622,615.7830000000001,618.5062931252753,0,618.5062931252753,619.4143937327168
529,585,0.18,1.36,0.21,0.26,0.91,0.37,0.057,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,640.893,674.97992,648.5390000000002,661.4355146836208,0,661.4355146836208,669.0080055659323
530,586,0.22,0.64,0.25,0.97,0.33,0.23,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,673.0,643.259,678.28776,659.0520000000001,673.9907885070221,0,673.9907885070221,671.597797424038
531,587,0.3,0.69,1.4,0.78,1.71,0.31,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,584.841,618.0171,597.4220000000001,603.3418944593617,0,603.3418944593617,606.2162720748968
532,588,1.03,0.22,0.17,0.07,0.1,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.014,0.012,440.5,432.9089999999999,526.9644399999999,440.614,441.2552738233945,0,441.2552738233945,443.13330329567873
533,589,0.41,0.71,0.25,1.06,0.22,0.02,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.031,0.024,628.0,582.421,597.6970899999999,599.824,630.4237575647368,0,630.4237575647368,627.4717572282714
534,590,0.19,1.55,0.32,0.0,0.57,0.0,0.13,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.017,0.013,0.005,712.0,647.1909999999999,676.22395,645.1740000000001,712.8027872128771,0,712.8027872128771,711.7826550108537
535,591,0.3,0.5,0.2,1.25,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,554.9499999999999,582.165,576.0350000000001,592.5729478767091,0,592.5729478767091,590.0305681723032
536,592,0.44,0.58,0.23,1.26,1.4,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.5,551.206,566.31196,575.7829999999999,569.0990030239603,0,569.0990030239603,564.8068649521422
537,593,0.4,1.47,0.37,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.019,596.0,589.4259999999998,594.1579999999999,593.4370000000001,593.9290332297412,0,593.9290332297412,593.8042915707392
538,594,0.18,0.53,0.26,1.0,0.0,0.96,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.007,695.0,656.053,697.5317,683.1480000000001,694.6309310428012,0,694.6309310428012,694.9487564920657
539,596,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,423.67999999999995,549.42,431.34,407.17388954386786,0,407.17388954386786,416.1339367212713
541,598,0.35,1.85,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.9638889,597.4909999999999,606.88625,598.9250000000001,583.1225771647715,0,583.1225771647715,581.2002447359802
542,599,0.06,1.21,0.25,0.0,0.0,0.25,0.08,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.003,0.014,0.001,743.0,707.205,751.1853,705.9930000000002,744.0734256150605,0,744.0734256150605,743.0931738463742
543,600,0.11,0.44,0.26,2.01,0.043,0.94,0.008,0.008,0.0,0.009,0.0,0.022,0.0,0.0,0.0,0.0,0.0,665.0,652.5449999999998,740.0320399999999,697.4684399999999,664.9508560003038,0,664.9508560003038,702.2876031422577
544,601,0.45,0.89,0.0,0.66,0.59,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,573.0,570.3650000000001,575.31855,585.4159999999999,561.8300324588282,0,561.8300324588282,557.8124083831383
545,602,0.4,1.39,1.37,0.76,1.34,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,534.5979999999997,562.1795999999999,553.0010000000001,517.1507119062098,0,517.1507119062098,517.5414772167458
547,605,0.14,0.52,0.2,0.3,0.084,0.56,0.0,0.23,0.0,0.021,0.0,0.007,0.0,0.0,0.01,0.0,0.0,740.0,691.9841,715.6992,702.4324,666.3609490389268,0,666.3609490389268,639.2980216278369
548,606,0.4,0.73,0.41,0.75,4.53,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,514.459,527.4549999999999,534.2040000000002,501.5378654357956,0,501.5378654357956,503.713103529457
549,607,0.38,1.55,0.78,0.29,0.17,0.1,0.11,0.0,0.022,0.0,0.2,0.0,0.14,4.8e-05,0.008,0.0,0.0,582.0,579.4199999999998,595.3087799999998,583.049,555.8179509052225,0,555.8179509052225,576.0541011720096
550,608,1.32,0.28,0.5,0.22,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,294.05499999999995,522.5333599999999,372.96599999999995,431.15064312441604,0,431.15064312441604,438.3371586481267
551,609,0.59,0.6,0.25,0.65,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,541.0319999999999,548.5520999999999,554.576,549.0661103741788,0,549.0661103741788,544.5485811626837
552,610,0.24,0.74,0.25,0.37,0.67,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.016,665.0,641.3779999999999,659.5149199999998,652.1400000000001,664.5960419154885,0,664.5960419154885,665.1316435757374
553,611,0.53,0.62,0.25,1.23,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,546.5840000000001,556.9019599999999,570.278,562.3548662401014,0,562.3548662401014,574.3514713792055
554,612,0.52,0.7,0.29,1.09,1.12,0.43,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,527.0580000000001,537.2621199999999,553.9620000000001,538.716268390845,0,538.716268390845,538.567367082983
555,613,0.16,1.12,0.22,0.99,0.12,0.02,0.01,0.0,0.015,0.0,0.22,0.0,0.0,0.0,0.0,0.03,0.008,673.0,651.8919999999998,707.3365599999998,665.0809999999999,671.7034093715008,0,671.7034093715008,671.2301374770688
556,614,0.28,0.36,0.11,2.57,0.04,0.03,0.35,0.0,0.0,8.88,0.0,0.0,0.0,0.0,0.0,0.008,0.004,693.0,499.1499999999999,657.0596399999998,709.108,691.7021814880184,0,691.7021814880184,691.0198641068238
557,615,0.42,0.78,0.24,0.8,1.79,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.9638889,554.6019999999999,565.6458,573.718,562.0242302952606,0,562.0242302952606,561.6633050375175
558,616,0.31,1.22,0.253,0.138,0.098,0.03,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,624.6326999999999,635.7692720000001,626.6105,624.5509233249327,0,624.5509233249327,627.7138917861679
559,617,0.12,0.75,0.06,0.57,2.62,0.48,0.05,0.0,0.062,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,673.0,643.4769999999999,682.5679600000001,653.83,673.0729357602306,0,673.0729357602306,673.8713412870239
560,618,0.4,1.34,0.21,0.53,1.03,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.5,564.0399999999998,574.4678,577.8240000000002,569.2063311136244,0,569.2063311136244,560.9454118863766
561,620,0.36,0.8,0.25,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,598.6030000000001,618.3652,618.739,613.9489359627814,0,613.9489359627814,621.910049542361
563,622,0.54,0.34,0.26,1.28,3.92,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,484.99899999999997,496.24168000000003,510.326,532.1112591473144,0,532.1112591473144,516.0095722949724
564,623,0.37,0.85,0.36,0.0,1.44,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.022,601.0,598.3000000000001,600.2345499999999,597.152,600.7608732345338,0,600.7608732345338,605.3875279136458
565,624,0.15,0.41,0.25,0.9,3.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.5,630.9979999999999,669.59625,644.8570000000001,670.9372593992132,0,670.9372593992132,688.129774009796
566,625,0.4,1.32,0.33,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,599.0,597.7065999999999,600.88,597.9926,598.3212576468998,0,598.3212576468998,594.8365585407737
567,626,0.38,0.8,1.47,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,602.9749999999999,617.6687999999999,604.665,605.8473833823315,0,605.8473833823315,606.2813302505796
568,627,0.46,0.85,0.25,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0,565.268,576.7347,586.9490000000001,564.7458863696853,0,564.7458863696853,564.1125509467023
569,628,0.19,1.37,0.14,0.2,0.56,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.5,646.349,676.3244499999998,652.422,667.8176413340375,0,667.8176413340375,677.5555526032531
570,629,0.44,0.66,0.22,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.3333333333334,604.1120000000001,604.866,606.3349999999999,613.9085923227643,0,613.9085923227643,613.1923868356034
571,630,0.2,0.8,0.27,0.49,0.58,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,653.7669999999999,681.0031999999998,661.7280000000001,687.374346125292,0,687.374346125292,674.7997300438516
572,631,0.32,0.86,1.54,1.01,0.51,0.49,0.07,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,608.0,582.9399999999998,622.7616800000001,602.443,607.2341145572589,0,607.2341145572589,609.865613036181
573,633,0.24,0.35,0.13,1.75,3.5,0.49,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.008,608.0,570.405,616.9762000000001,606.482,607.5988309664239,0,607.5988309664239,607.515108880006
574,634,0.55,0.5,0.87,0.1,0.1,0.55,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,561.0030000000002,572.847,568.6250000000001,562.5781880952605,0,562.5781880952605,557.6717184975814
575,635,0.62,0.85,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,526.3009999999999,550.0242999999999,523.028,539.3838204119841,0,539.3838204119841,531.8411790672463
576,636,0.5,0.8,0.32,1.04,0.11,0.24,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.017,0.022,563.0,550.0949999999999,560.6089999999999,571.3530000000001,564.5240984225476,0,564.5240984225476,566.3096309688617
577,637,0.33,0.74,0.23,0.07,3.47,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,579.228,581.63144,580.4019999999999,576.5315765996978,0,576.5315765996978,580.4251127497337
578,638,1.485,0.8,0.46,1.24,0.4,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,222.74749999999992,388.17318499999993,267.33299999999997,438.9679943401657,0,438.9679943401657,425.4506633456386
579,639,0.43,0.9,0.23,0.27,0.23,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.2611111,589.1129999999999,592.65744,597.6100000000001,599.2988536479415,0,599.2988536479415,595.6285216225385
580,640,0.4,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,610.9599999999999,609.1199999999999,612.8000000000001,601.0955004223492,0,601.0955004223492,612.0379537585139
581,641,0.014,4.95,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.0,0.0,540.15,385.94119999999987,883.513662,539.0736,511.095693298899,0,511.095693298899,624.1188245607777
582,642,0.4,0.87,0.36,0.34,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,600.1759999999999,607.3194000000001,608.8920000000002,602.6819410781072,0,602.6819410781072,601.3137595100276
583,643,0.2,1.25,0.25,1.15,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,629.6129999999999,684.3319999999999,649.128,653.9278010077714,0,653.9278010077714,651.9866534699795
584,644,0.22,1.18,0.27,1.23,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,625.8910000000001,677.58884,646.6580000000001,622.764627152223,0,622.764627152223,619.9924272284346
585,645,0.36,0.52,0.22,1.58,1.52,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.5,565.975,593.8045199999999,597.516,573.3268981506644,0,573.3268981506644,575.3897760456159
586,646,0.26,0.6,0.14,3.25,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,571.7189999999999,657.2882000000001,637.5290000000001,642.2242729589933,0,642.2242729589933,645.0254269720286
