C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,P,S,Ms (K)
0.24,0.35,0.13,1.75,3.5,0.49,0.12,0,0,0,0,0,0,0,0,0.03,0.008,608
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0.014,0.02,699
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0.014,0.02,686
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0.014,0.02,686
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0.014,0.02,686
0.24,0.74,0.25,0.37,0.67,0.52,0.03,0,0,0,0,0,0,0,0,0.012,0.016,665
0.26,0.76,0.32,1.08,0.72,1.25,0.31,0,0,0,0,0,0,0,0,0.014,0.012,634
0.27,1.36,0.5,0.58,0.68,0.34,0.08,0,0,0,0,0,0,0,0,0.016,0.006,625
0.27,0.77,1.39,1.64,0.2,0.56,0.07,0,0,0,0,0,0,0,0,0,0,621
0.3,1.91,0.34,0,0,0.67,0.07,0,0,0,0,0,0,0,0,0.016,0.009,621
0.3,0.69,1.4,0.78,1.71,0.31,0.04,0,0,0,0,0,0,0,0,0,0,595
0.31,0.65,0.3,0.12,0.05,0.5,0.03,0,0.051,0,0.08,0,0,0,0,0.013,0.03,699
0.31,0.65,0.3,0.12,0.05,0.5,0.03,0,0.051,0,0.08,0,0,0,0,0.013,0.03,699
0.32,0.4,0.4,1.43,3.3,0.33,0.19,0,0,0,0,0,0,0,0,0,0,556
0.32,0.86,1.54,1.01,0.51,0.49,0.07,0,0.037,0,0,0,0,0,0.022,0.024,0.014,608
0.33,0.39,0.16,1.09,3.6,0.72,0.12,0,0.009,0,0.09,0,0,0,0,0.004,0.005,564
0.33,0.89,0.24,1.13,0.15,1.19,0.22,0,0,0,0,0,0,0,0,0.008,0.009,604
0.33,0.89,0.24,1.13,0.15,1.19,0.22,0,0,0,0,0,0,0,0,0.008,0.009,612
0.33,2.16,0.32,0,2.02,0.64,0.14,0,0,0,0,0,0,0,0,0,0,551
0.33,0.86,1.62,0.81,1.8,0.4,0.07,0,0.04,0,0,0,0,0,0.02,0.024,0.014,599
0.34,0.71,0,0,2.52,0.42,0.02,0,0,0,0,0,0,0,0,0,0,591
0.34,0.26,0.13,0.61,5.1,0.53,0.09,0,0,0,0,0,0,0,0,0.01,0.007,551
0.34,0.62,0.27,1.22,2.8,0.5,0.09,0,0,0,0,0,0,0,0,0.006,0.01,586
0.34,0.98,1.37,0.95,1.82,0.42,0.14,0,0,0,0,0,0,0,0,0,0,573
0.35,1.51,0.28,0,0,1.29,0.21,0,0,0,0.1,0,0,0,0,0.015,0.007,617
0.35,1.62,0.47,0.1,0.1,0.01,0.11,0,0.02,0,0.14,0,0,0,0,0.001,0.008,586
0.35,0.86,1.55,1.5,0.23,0.58,0.07,0,0.039,0,0,0,0,0,0.022,0.024,0.001,595
0.35,0.86,1.55,1.21,0.21,0.58,0.06,0,0.037,0,0,0,0,0,0.021,0.023,0.014,595
0.36,0.69,0.29,1.09,0.08,0.07,0.01,0,0,0,0.12,0,0,0,0,0.011,0.014,647
0.37,0.83,0.35,0.87,1.7,1.18,0.18,0,0,0,0,0,0,0,0,0.017,0.006,560
0.38,0.87,0.18,1.54,0.01,0.63,0.27,0,0,0,0,0,0,0,0,0.027,0.008,551
0.38,0.78,0.29,0.99,0.14,0.08,0.06,0,0.022,0,0.2,0,0,0,0.01,0.005,0.03,630
0.38,1.63,0.3,0.02,0.01,0.12,0.07,0,0.021,0,0.01,0,0,0,0,0.018,0.016,638
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0.035,0.019,612
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0.041,0.019,625
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0.035,0.019,604
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0.035,0.019,604
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0.035,0.019,604
0.39,0.75,0.26,0.94,0.19,0.03,0,0,0,0,0.21,0,0,0,0.01,0.008,0.003,660
0.39,0.76,0.28,0.99,0.14,0.03,0.12,0,0,0,0.21,0,0,0,0.01,0.007,0.033,656
0.39,0.77,0.39,0.96,0.14,0.08,0.05,0,0,0,0.21,0,0,0,0.01,0.006,0.032,647
0.4,0.35,0.2,1.27,4.03,0.24,0.04,0,0,0,0.16,0,0,0,0,0.01,0.015,538
0.4,0.35,0.22,1.27,4.03,0.24,0.04,0,0,0,0.16,0,0,0,0,0.01,0.015,543
0.4,0.75,0.27,0.96,0.13,0.07,0.06,0,0,0,0.2,0,0,0,0.01,0.007,0.034,634
0.43,0.75,0.27,1.31,0.11,0.72,0.23,0,0,0,0,0,0,0,0,0.011,0.011,595
0.43,0.75,0.27,1.31,0.11,0.72,0.23,0,0,0,0,0,0,0,0,0.011,0.011,586
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0.021,0.008,586
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0.021,0.008,578
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0.021,0.008,591
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0.021,0.008,582
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0.021,0.008,586
0.43,0.9,0.32,0.3,0,0,0.1,0,0.015,0,0,0,0,0,0.015,0,0,691
0.43,0.9,0.32,0.3,0,0,0.1,0,0.015,0,0,0,0,0,0.015,0,0,686
0.43,0.9,0.32,0.3,0,0,0.1,0,0.015,0,0,0,0,0,0.015,0,0,695
0.43,0.83,1.55,0.91,3.02,0.4,0.12,0,0,0,0,0,0,0,0,0,0,569
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0.022,0.029,621
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0.022,0.029,617
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0.022,0.029,617
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0.022,0.029,621
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0.016,0.019,578
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0.016,0.019,578
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0.016,0.019,573
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0.016,0.019,569
0.45,1.04,0.35,1.22,0.05,0.05,0.13,0,0,0,0.16,0,0,0,0,0.032,0.012,564
0.45,1.34,1.45,0,0,0,0.1,0,0,0,0,0,0,0,0,0.022,0.013,560
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0.035,0.015,573
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0.035,0.015,573
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0.035,0.015,564
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0.035,0.015,573
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0.032,0.012,560
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0.032,0.012,564
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0.032,0.012,569
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0.032,0.012,569
0.49,0.78,0.26,1.04,0.5,0.96,0.09,0,0,0,0,0,0,0,0,0.018,0.012,564
0.51,0.72,0.27,0.94,0,0,0.2,0,0,0,0,0,0,0,0,0.021,0.02,591
0.52,0.7,0.29,1.09,1.12,0.43,0.14,0,0,0,0,0,0,0,0,0.01,0.01,538
0.52,0.7,0.29,1.09,1.12,0.43,0.14,0,0,0,0,0,0,0,0,0.01,0.01,534
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0.017,0.013,547
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0.017,0.013,538
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0.017,0.013,543
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0.017,0.013,551
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0.017,0.013,551
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0.017,0.013,543
0.55,0.5,0.87,0.1,0.1,0.55,0.22,0,0,0,0,0,0,0,0,0.02,0.035,564
0.55,0.9,1,0.4,2.75,0.45,0.11,0,0,0,0,0,0,0,0,0,0,543
0.56,0.67,0.31,0.76,1.53,0.24,0.14,0,0.01,0,0.06,0,0,0,0,0.012,0.022,508
0.58,0.65,0.3,0.12,0.05,0.5,0.03,0,0.051,0,0.08,0,0,0,0,0.013,0.03,560
0.58,0.65,0.3,0.12,0.05,0.5,0.03,0,0.051,0,0.08,0,0,0,0,0.013,0.03,569
0.58,0.08,0.89,1.27,0.06,0.02,0.11,0,0,0,0.14,0,0,0,0,0.013,0.006,538
0.58,0.81,0.89,1.27,0.06,0.02,0.11,0,0,0,0.14,0,0,0,0,0.013,0.006,530
0.64,0.73,0.82,1.26,0.05,0,0.16,0,0.006,0,0.03,0,0,0,0.012,0.014,0.011,469
0.65,1.14,0.4,1.15,0,0,0.15,0,0,0,0,0,0,0,0.005,0.024,0.015,473
0.65,1.14,0.4,1.15,0,0,0.15,0,0,0,0,0,0,0,0.005,0.024,0.015,464
0.67,1.39,0.75,0.03,0.32,0,0.19,0,0.002,0,0.4,0,0,0,0.01,0.015,0.009,473
0.69,1.41,0.7,0.05,0.03,0,0.19,0,0.005,0,0.03,0,0,0,0.007,0.03,0.009,486
0.75,0.7,0,0.75,1.35,0.3,0.15,0,0,0,0,0,0,0,0,0,0,504
0.78,1.61,0.48,0,0,0,0.16,0,0.018,0,0.18,0,0,0,0.018,0.014,0.028,651
0.11,0.47,0.21,2.29,0.14,1.02,0,0,0,0,0.18,0,0,0,0,0.01,0.01,738
0.13,0.56,0.26,0.07,0.05,0,0,0,0,0,0.2,0,0,0,0,0.019,0.027,723
0.13,0.51,0.31,1.5,1.55,0.06,0,0,0.01,0,0.22,0,0,0,0,0.023,0.009,713
0.13,0.51,0.31,1.5,1.55,0.06,0,0,0.01,0,0.22,0,0,0,0,0.023,0.009,713
0.13,0.63,0.32,0.95,0.07,0.86,0.19,0,0,0,0,0,0,0,0,0.016,0.012,703
0.15,0.67,0.48,1.2,0.25,0,0.31,0,0,0,0.18,0,0,0,0,0.044,0.024,708
0.16,1.12,0.22,0.99,0.12,0.02,0.01,0,0.015,0,0.22,0,0,0,0,0.03,0.008,673
0.16,1.12,0.22,0.99,0.12,0.02,0.01,0,0.015,0,0.22,0,0,0,0,0.03,0.008,673
0.16,0.5,0.31,1.95,2.02,0.03,0.01,0,0.03,0,0.2,0,0,0,0,0.013,0.014,723
0.16,0.5,0.31,1.95,2.02,0.03,0.01,0,0.03,0,0.2,0,0,0,0,0.013,0.014,723
0.17,0.79,0.27,0.08,0.45,0.41,0.02,0,0,0,0.16,0,0,0,0,0.009,0.02,693
0.18,0.39,0.39,0.586,1.207,0.289,0.098,0,0.014,0.555,0.117,0.014,0.011,0.001,0.006,0.01,0.009,342
0.18,0.62,0.25,0.8,0.14,0.4,0,0,0,0,0.18,0,0,0,0,0.011,0.017,708
0.19,1.12,0.38,0.28,0.79,0.27,0,0,0,0,0.98,0,0,0,0,0.037,0.036,673
0.19,1.12,0.38,0.28,0.79,0.27,0,0,0,0,0.98,0,0,0,0,0.037,0.036,673
0.19,1.2,0.42,0.08,0.06,0,0,0,0.001,0,0.21,0,0,0,0,0.025,0.025,703
0.2,1.2,0.38,0.06,0.55,0,0,0,0,0,0.91,0,0,0,0,0.039,0.025,668
0.2,1.2,0.53,0.1,0,0,0,0,0.001,0,0.17,0,0,0,0,0.032,0.03,703
0.22,0.64,0.25,0.97,0.33,0.23,0,0,0,0,0.16,0,0,0,0,0.01,0.011,673
0.22,0.64,0.25,0.97,0.33,0.23,0,0,0,0,0.16,0,0,0,0,0.01,0.011,673
0.23,1.53,0.4,0.03,0,0,0,0,0,0,0,0,0,0,0,0.019,0.01,673
0.23,1.32,0.45,0.05,0,0,0,0,0.026,0,0,0,0,0,0,0.029,0.022,683
0.23,0.68,0.47,0.96,0,0.39,0,0,0,0,0,0,0,0,0,0.026,0.009,698
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0.014,0.02,693
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0.014,0.02,693
0.28,0.36,0.11,2.57,0.04,0.03,0.35,0,0,8.88,0,0,0,0,0,0.008,0.004,693
0.28,0.39,0.16,2.35,0.06,0.06,0.53,0,0,4.1,0,0,0,0,0,0.02,0.006,673
0.3,0.64,0.22,1.01,0.11,0.24,0,0,0,0,0.19,0,0,0,0,0.011,0.012,658
0.3,0.64,0.22,1.01,0.11,0.24,0,0,0,0,0.19,0,0,0,0,0.011,0.012,658
0.3,0.46,0.24,1.44,2.06,0.37,0,0,0,0,0.2,0,0,0,0,0.03,0.025,623
0.3,0.46,0.24,1.44,2.06,0.37,0,0,0,0,0.2,0,0,0,0,0.03,0.025,623
0.3,0.51,0.32,0.07,3.03,0,0,0,0.032,0,0,0,0,0,0,0.011,0.007,613
0.35,0.65,0.23,1.11,0.23,0.05,0,0,0,0,0.18,0,0,0,0,0.026,0.013,633
0.36,0.928,0.46,0.684,0.687,0.26,0.07,0,0.006,0.06,0.064,0.002,0.001,0,0.002,0.016,0.013,613
0.36,0.49,0.25,1.54,0.21,0.03,0,0,0,0,0.16,0,0,0,0,0.021,0.02,613
0.36,0.49,0.25,1.54,0.21,0.03,0,0,0,0,0.16,0,0,0,0,0.021,0.02,613
0.36,0.69,0.29,1.09,0.08,0.07,0.01,0,0,0,0.12,0,0,0,0,0.011,0.014,633
0.36,0.69,0.29,1.09,0.08,0.07,0.01,0,0,0,0.12,0,0,0,0,0.011,0.014,633
0.38,0.81,0.18,1.54,0.01,0.63,0.27,0,0,0,0,0,0,0,0,0.021,0.008,623
0.38,0.64,0.23,0.99,0.08,0.16,0,0,0,0,0.17,0,0,0,0,0.019,0.013,633
0.38,0.64,0.23,0.99,0.08,0.16,0,0,0,0,0.17,0,0,0,0,0.019,0.013,633
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0.035,0.019,603
0.38,1.14,1.05,0.23,0,0,0.02,0,0,0,0,0,0,0,0,0.035,0.019,603
0.38,0.79,1.37,0.16,0.16,0,0.01,0,0,0,0.1,0,0,0,0,0.011,0.022,628
0.39,0.45,0.58,1.45,0.13,0.47,0.7,0,0,0.55,0,0,0,0,0,0.018,0.003,613
0.39,0.45,0.58,1.45,0.13,0.47,0.7,0,0,0.55,0,0,0,0,0,0.018,0.003,633
0.4,0.35,0.2,1.27,4.03,0.24,0.04,0,0,0,0.16,0,0,0,0,0.01,0.015,538
0.4,0.35,0.2,1.27,4.03,0.24,0.04,0,0,0,0.16,0,0,0,0,0.01,0.015,543
0.41,0.71,0.25,1.06,0.22,0.02,0,0,0,0,0.17,0,0,0,0,0.031,0.024,628
0.42,1.82,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.019,613
0.43,0.43,0.24,0.04,5,0,0,0,0.032,0,0,0,0,0,0,0.014,0.014,533
0.43,0.75,0.27,1.31,0.11,0.72,0.23,0,0,0,0,0,0,0,0,0.011,0.011,598
0.43,0.75,0.27,1.31,0.11,0.72,0.23,0,0,0,0,0,0,0,0,0.011,0.011,598
0.43,1.67,0.28,0.32,0.11,0.03,0.1,0,0,0,0.06,0,0,0,0,0.021,0.008,583
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0.022,0.029,623
0.44,0.66,0.22,0.15,0,0,0.02,0,0,0,0,0,0,0,0,0.022,0.029,623
0.44,0.8,0.22,1.04,0.26,0.04,0,0,0,0,0.17,0,0,0,0,0.03,0.023,628
0.44,0.8,0.22,1.04,0.26,0.04,0,0,0,0,0.17,0,0,0,0,0.03,0.023,628
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0.016,0.019,573
0.44,0.75,0.26,1.7,0.17,0.08,0.09,0,0,0,0.18,0,0,0,0,0.016,0.019,573
0.46,0.5,0.22,1,0.22,0.21,0,0,0,0,0.26,0,0,0,0,0.015,0.014,563
0.46,0.5,0.22,1,0.22,0.21,0,0,0,0,0.26,0,0,0,0,0.015,0.014,563
0.46,0.5,0.24,1.52,3.96,0.07,0,0,0,0.59,0.2,0,0,0,0,0.012,0.007,508
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0.035,0.015,573
0.47,0.82,0.35,1.2,0.04,0,0.11,0,0,0,0.14,0,0,0,0,0.035,0.015,573
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0.032,0.012,563
0.47,1.04,0.35,1.2,0.05,0.05,0.12,0,0,0,0.16,0,0,0,0,0.032,0.012,563
0.48,1.98,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.011,563
0.5,0.8,0.32,1.04,0.11,0.24,0,0,0,0,0.17,0,0,0,0,0.017,0.022,563
0.5,0.8,0.32,1.04,0.11,0.24,0,0,0,0,0.17,0,0,0,0,0.017,0.022,563
0.52,0.7,0.29,1.09,1.72,0.43,0.14,0,0,0,0,0,0,0,0,0.01,0.01,528
0.52,0.7,0.29,1.09,1.72,0.43,0.14,0,0,0,0,0,0,0,0,0.01,0.01,548
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0.017,0.013,543
0.55,0.98,0.22,1.02,0.01,0,0.11,0,0,0,0.07,0,0,0,0,0.017,0.013,543
0.55,0.34,0.94,1.27,0.12,0.05,0.18,0,0,2.1,0,0,0,0,0,0.015,0.012,548
0.55,0.34,0.94,1.27,0.12,0.05,0.18,0,0,2.1,0,0,0,0,0,0.015,0.012,583
0.58,0.81,0.89,1.27,0.06,0.02,0.11,0,0,0,0.14,0,0,0,0,0.013,0.006,528
0.58,0.81,0.89,1.27,0.06,0.02,0.11,0,0,0,0.14,0,0,0,0,0.013,0.006,543
0.73,0.73,1.62,0.1,0.12,0,0.01,0,0,0,0.19,0,0,0,0,0.019,0.012,488
0.76,0.29,0.22,0.11,0.07,0.02,0.02,0,0,0,0.17,0,0,0,0,0.008,0.008,483
0.76,0.29,0.22,0.11,0.07,0.02,0.02,0,0,0,0.17,0,0,0,0,0.008,0.008,518
0.98,1.84,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.011,393
1.03,0.22,0.17,0.07,0.1,0.01,0,0,0,0,0.04,0,0,0,0,0.014,0.012,433
1.03,0.22,0.17,0.07,0.1,0.01,0,0,0,0,0.04,0,0,0,0,0.014,0.012,448
1.04,0.33,0.26,1.53,0.31,0,0,0,0,0,0.2,0,0,0,0,0.023,0.006,408
1.04,0.33,0.26,1.53,0.31,0,0,0,0,0,0.2,0,0,0,0,0.023,0.006,518
1.06,0.97,0.28,1.05,0.13,0.03,0,0,0,1.15,0.25,0,0,0,0,0.016,0.018,518
1.42,0.61,0.37,1.37,0,0,0.18,0,0,0,0.04,0,0,0,0,0.024,0.015,493
1.42,2.16,1.62,2.57,5.35,1.29,0.7,0,0.077,8.88,0.98,0.23,0.18,0.006,0.05,0.044,0.054,769
0.04,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393
0.15,0.57,0.28,0.63,0.91,0.61,0.3,0,0.032,0,0,0,0,0,0,0.013,0.019,691
0.2,0.58,0.31,0,2.9,0.25,0,0,0,0,0,0,0,0,0,0,0,668
0.21,0.56,0.27,0,2.95,0.51,0,0,0,0,0,0,0,0,0,0,0,669
0.3,0.69,0.38,0.78,1.79,0.24,0,0,0,0,0,0,0,0,0,0,0,615
0.3,0.69,0.4,0.99,0.2,0.43,0,0,0,0,0,0,0,0,0,0,0,633
0.31,0.69,0.38,0.79,0.2,0.57,0,0,0,0,0,0,0,0,0,0,0,650
0.32,0.86,1.44,1.01,0.51,0.49,0.071,0,0,0,0,0,0,0,0,0,0,601
0.33,0.86,1.62,0.81,1.8,0.4,0.067,0,0,0,0,0,0,0,0,0,0,593
0.34,0.8,0.38,0.34,0,0.78,0,0,0,0,0,0,0,0,0,0.025,0.02,631
0.35,0.82,0.36,1.51,0,0.84,0,0,0,0,0,0,0,0,0,0.024,0.02,608
0.35,0.8,0.36,0,2.58,0.78,0,0,0,0,0,0,0,0,0,0.022,0.023,581
0.35,0.8,0.38,0.35,0,0.51,0,0,0,0,0,0,0,0,0,0.025,0.02,630
0.35,0.83,0.39,0.35,0,0.24,0,0,0,0,0,0,0,0,0,0.025,0.02,635
0.35,0.86,1.55,1.21,0.21,0.58,0.037,0,0,0,0,0,0,0,0,0,0,588
0.35,0.86,1.58,1.5,0.23,0.58,0.071,0,0,0,0,0,0,0,0,0,0,584
0.36,0.75,0.29,0,0.72,0.82,0,0,0,0,0,0,0,0,0,0.022,0.025,629
0.36,0.8,0.3,0,0.75,0.02,0,0,0,0,0,0,0,0,0,0.022,0.025,596
0.36,0.78,0.31,0,0.73,0.49,0,0,0,0,0,0,0,0,0,0.022,0.025,636
0.36,0.82,0.35,0,1.41,0.74,0,0,0,0,0,0,0,0,0,0.022,0.022,607
0.36,0.83,0.36,0,2.6,0.49,0,0,0,0,0,0,0,0,0,0.022,0.023,588
0.36,0.86,0.37,0,2.62,0.02,0,0,0,0,0,0,0,0,0,0.022,0.023,597
0.36,0.85,0.37,1.52,0,0.5,0,0,0,0,0,0,0,0,0,0.024,0.02,608
0.36,0.86,0.37,1.54,0,0.01,0,0,0,0,0,0,0,0,0,0.024,0.02,609
0.36,0.86,0.38,1.54,0,0.26,0,0,0,0,0,0,0,0,0,0.024,0.02,605
0.36,0.84,0.38,0,2.6,0.24,0,0,0,0,0,0,0,0,0,0.022,0.023,593
0.36,0.83,0.38,0.34,0,0.01,0,0,0,0,0,0,0,0,0,0.025,0.02,619
0.36,1.47,0.41,0.76,0,0.5,0,0,0,0,0,0,0,0,0,0.023,0.024,596
0.36,1.46,0.42,0.75,0,0.78,0,0,0,0,0,0,0,0,0,0.023,0.024,600
0.37,0.82,0.36,0.73,0,0.76,0,0,0,0,0,0,0,0,0,0.025,0.022,614
0.37,0.84,0.36,0,1.4,0.47,0,0,0,0,0,0,0,0,0,0.022,0.022,601
0.37,0.85,0.36,0,1.44,0.02,0,0,0,0,0,0,0,0,0,0.022,0.022,601
0.37,0.84,0.37,0.74,0,0.5,0,0,0,0,0,0,0,0,0,0.025,0.022,621
0.37,0.85,0.37,0,1.44,0.24,0,0,0,0,0,0,0,0,0,0.022,0.022,611
0.37,0.85,0.37,0.74,0,0.02,0,0,0,0,0,0,0,0,0,0.025,0.022,619
0.37,0.85,0.39,0.73,0,0.26,0,0,0,0,0,0,0,0,0,0.025,0.022,615
0.37,1.49,0.41,0.77,0,0.25,0,0,0,0,0,0,0,0,0,0.023,0.024,588
0.37,0.8,1.47,0,0,0.79,0,0,0,0,0,0,0,0,0,0.024,0.019,605
0.38,0.68,0.29,0,3.48,0.48,0,0,0,0,0,0,0,0,0,0,0,524
0.38,0.82,0.32,0,0,0.26,0,0,0,0,0,0,0,0,0,0.025,0.021,590
0.38,0.85,0.33,0.74,1.46,0.01,0,0,0,0,0,0,0,0,0,0.022,0.022,607
0.38,0.82,0.34,0.75,1.46,0.74,0,0,0,0,0,0,0,0,0,0.022,0.022,585
0.38,0.84,0.34,0.73,1.46,0.48,0,0,0,0,0,0,0,0,0,0.022,0.022,591
0.38,0.85,0.35,0.73,1.45,0.24,0,0,0,0,0,0,0,0,0,0.022,0.022,591
0.38,1.45,0.36,0,0,0.76,0,0,0,0,0,0,0,0,0,0.024,0.019,601
0.38,1.5,0.4,0.77,0,0.02,0,0,0,0,0,0,0,0,0,0.023,0.054,588
0.38,0.8,1.47,0,0,0.52,0,0,0,0,0,0,0,0,0,0.024,0.019,607
0.38,0.82,1.48,0.72,0,0.77,0,0,0,0,0,0,0,0,0,0.024,0.019,607
0.39,0.82,0.26,1,0,0.21,0,0,0,0,0,0,0,0,0,0,0,608
0.39,0.69,0.29,0,3.56,0.24,0,0,0,0,0,0,0,0,0,0,0,515
0.39,0.73,0.35,0.75,2.51,0.49,0,0,0,0,0,0,0,0,0,0,0,534
0.39,1.45,0.37,0,0,0.49,0,0,0,0,0,0,0,0,0,0.024,0.019,596
0.39,0.71,0.39,0,3.53,0.02,0,0,0,0,0,0,0,0,0,0,0,523
0.39,1.39,1.48,0.73,0,0.77,0,0,0,0,0,0,0,0,0,0.024,0.02,564
0.39,0.8,1.48,0,0,0.26,0,0,0,0,0,0,0,0,0,0.024,0.019,609
0.39,0.84,1.49,0.73,0,0.52,0,0,0,0,0,0,0,0,0,0.024,0.019,596
0.39,1.41,1.49,0.74,0,0.51,0,0,0,0,0,0,0,0,0,0.024,0.02,562
0.4,0.74,0.31,0.77,3.56,0.5,0,0,0,0,0,0,0,0,0,0,0,510
0.4,1.32,0.33,0,0,0.004,0,0,0,0,0,0,0,0.004,0,0,0,599
0.4,0.8,0.33,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,603
0.4,0.8,0.33,0,0,0.79,0,0,0,0,0,0,0,0,0,0.025,0.021,603
0.4,1.33,0.35,0,0,0.08,0,0,0,0,0,0,0,0.003,0,0,0,599
0.4,0.82,0.35,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,599
0.4,0.75,0.35,0,4.43,0.25,0,0,0,0,0,0,0,0,0,0,0,504
0.4,0.82,0.35,0,0,0.53,0,0,0,0,0,0,0,0,0,0.025,0.021,601
0.4,1.33,0.36,0,0,0.18,0,0,0,0,0,0,0,0.003,0,0,0,589
0.4,0.87,0.36,0.34,0,0.25,0,0,0,0,0,0,0,0,0,0.023,0.018,603
0.4,1.47,0.37,0,0,0.26,0,0,0,0,0,0,0,0,0,0.024,0.019,596
0.4,0.73,0.38,0.75,2.58,0.24,0,0,0,0,0,0,0,0,0,0,0,549
0.4,0.74,0.38,0.75,2.57,0.003,0,0,0,0,0,0,0,0,0,0,0,551
0.4,0.72,0.4,0.75,0.78,0.5,0,0,0,0,0,0,0,0,0,0,0,567
0.4,0.73,0.4,0.75,0.78,0.27,0,0,0,0,0,0,0,0,0,0,0,573
0.4,0.74,0.4,0.75,0.78,0.03,0,0,0,0,0,0,0,0,0,0,0,573
0.4,0.73,0.41,0.75,4.53,0.5,0,0,0,0,0,0,0,0,0,0,0,495
0.4,1.39,1.37,0.76,1.34,0.52,0,0,0,0,0,0,0,0,0,0.026,0.021,519
0.4,1.37,1.38,0.75,1.31,0.73,0,0,0,0,0,0,0,0,0,0.026,0.021,520
0.4,0.81,1.48,0,0,0.02,0,0,0,0,0,0,0,0,0,0.024,0.019,601
0.4,1.38,1.5,0,0,0.8,0,0,0,0,0,0,0,0,0,0.024,0.018,591
